LAMMPS data file from make_silica_1500.py (replicated from silica.data)

1500 atoms
2 atom types

-3.1662119372314077 67.16001669117541 xlo xhi
2.439729779730601 18.145847931862118 ylo yhi
1.5469184683713184 19.038659243222867 zlo zhi

Atom Type Labels

1 Si
2 O

Masses

1 28.0855
2 15.9994

Atoms # full

1 22 2 -0.55 -3.128511935896597 17.925431026915884 4.609872805384594 0 0 0
2 9 2 -0.55 -3.0255404072546535 16.379366067551558 6.763012182887338 0 0 0
3 39 1 1.1 -3.0100212803905624 11.35910689720923 3.4746479997567015 0 0 0
4 36 1 1.1 -2.9494678799531875 13.577008599003925 11.884315967470716 0 0 0
5 44 2 -0.55 -2.9479401608134532 5.831293308874429 13.725389869441443 0 0 0
6 22 2 -0.55 -2.946539727622391 12.157439266309094 8.017033530705294 0 0 0
7 45 2 -0.55 -2.896131891728828 7.39999948957726 4.818273870902976 0 0 0
8 12 1 1.1 -2.86031372517059 5.392436899588226 12.1547607251106 0 0 0
9 53 2 -0.55 -2.8477093973366343 2.581975707006219 17.36869440197649 0 0 0
10 10 2 -0.55 -2.8305533563247707 15.173323677876258 4.45254489078432 0 0 0
11 21 2 -0.55 -2.76169436847665 6.543643996879697 18.979099244782805 0 0 0
12 64 2 -0.55 -2.686377206920297 16.230809644981516 18.983453304020475 0 0 0
13 13 2 -0.55 -2.5524306665066483 16.680579973798903 9.313591902426136 0 0 0
14 60 2 -0.55 -2.551059912382037 4.741269174476735 4.009810613713323 0 0 0
15 18 2 -0.55 -2.5310434738738947 13.704568605813968 15.883873562682153 0 0 0
16 45 1 1.1 -2.478272249625326 13.071996618375625 17.37025815885099 0 0 0
17 25 2 -0.55 -2.3098262100990468 10.70300218484078 2.220341296370484 0 0 0
18 49 1 1.1 -2.2597488565877124 16.32045505185284 10.880533487562504 0 0 0
19 14 2 -0.55 -2.22609279448179 5.378246150433366 6.317939674106554 0 0 0
20 5 2 -0.55 -2.2187006259194164 8.931626187024673 15.305752700791839 0 0 0
21 25 2 -0.55 -2.1890447625403504 12.631980042504146 3.9840588000503856 0 0 0
22 13 2 -0.55 -2.158029365469646 11.421294576182955 17.28743830573913 0 0 0
23 3 2 -0.55 -2.152475487128652 14.712640525020213 11.083252245585266 0 0 0
24 41 1 1.1 -2.122733434816456 10.095755983318298 18.254615022770693 0 0 0
25 36 2 -0.55 -2.105944695799101 4.0126096393286925 11.915448103720005 0 0 0
26 33 1 1.1 -2.0971722471653127 6.031660887375862 4.901533759468036 0 0 0
27 37 2 -0.55 -2.092688859025774 6.627336068113623 11.48362981293426 0 0 0
28 52 2 -0.55 -2.0276268981151437 12.302044766971878 11.966961938068465 0 0 0
29 55 1 1.1 -2.0227396212327737 5.488942485012874 7.906560201008717 0 0 0
30 51 2 -0.55 -2.01384550644397 2.803965389551025 14.902075429094513 0 0 0
31 16 2 -0.55 -1.943728433561208 13.674453516451404 6.400474092666468 0 0 0
32 24 1 1.1 -1.889561104955778 8.272113636912435 8.912263355808912 0 0 0
33 4 1 1.1 -1.877009023174019 13.976439057342358 4.842637169736155 0 0 0
34 34 2 -0.55 -1.7607431454347275 9.3524048832808 7.71013496934505 0 0 0
35 1 1 1.1 -1.525156751512007 12.695729040844043 7.593409229494434 0 0 0
36 57 2 -0.55 -1.4573010903711234 13.929902637858312 18.375708523931863 0 0 0
37 47 2 -0.55 -1.3852498863707026 6.889610854417293 8.25875935886775 0 0 0
38 59 1 1.1 -1.3076064817804183 6.098908213692493 18.500591910099395 0 0 0
39 32 2 -0.55 -1.2695071809977831 8.76452640530816 12.883364831037431 0 0 0
40 55 1 1.1 -1.26756767042246 15.520029528463425 18.661190127988874 0 0 0
41 32 2 -0.55 -1.2030867008829824 6.3667034380102105 16.93496611687987 0 0 0
42 38 2 -0.55 -1.1348417807709579 17.302835030337725 11.407470698489005 0 0 0
43 45 2 -0.55 -1.125785398001565 4.306886519967662 8.515780806188948 0 0 0
44 44 2 -0.55 -1.0924061938636962 8.645668419890736 10.28202771788595 0 0 0
45 61 2 -0.55 -0.9966933793031352 15.682607241263046 13.981178086480716 0 0 0
46 12 1 1.1 -0.9244283882443196 7.8029092212770905 11.624638650147086 0 0 0
47 64 1 1.1 -0.9057662264422905 8.549217818257121 14.438495371722901 0 0 0
48 42 2 -0.55 -0.8635919854162051 4.585962266584966 18.837474146126183 0 0 0
49 28 2 -0.55 -0.7685422964635786 13.361080843307914 8.853554445816489 0 0 0
50 30 1 1.1 -0.7389586540407826 3.1281012207884817 11.715589493865169 0 0 0
51 11 2 -0.55 -0.7276551391470787 9.33802335600843 18.21147997847529 0 0 0
52 17 2 -0.55 -0.6522072863442583 16.047508787692422 17.251288974211384 0 0 0
53 35 2 -0.55 -0.6050109142083651 6.503084015662502 4.567561101658834 0 0 0
54 30 2 -0.55 -0.5248207834656529 7.001652086245669 14.637517704306784 0 0 0
55 43 2 -0.55 -0.5231242300925922 11.610523192194492 6.992164488301732 0 0 0
56 8 1 1.1 -0.5220372081445523 12.13486871692595 12.522747325151457 0 0 0
57 61 2 -0.55 -0.4202108519348644 11.5848881450686 14.025061048186503 0 0 0
58 43 1 1.1 -0.3926765916515218 9.995563945170773 7.128559058190554 0 0 0
59 32 1 1.1 -0.35308531541611154 3.0533188598349623 14.693272040510323 0 0 0
60 64 2 -0.55 -0.3378468053498507 14.390293761831487 4.513117342103677 0 0 0
61 26 2 -0.55 -0.3245724666026204 9.52347899707538 5.5705530129129786 0 0 0
62 7 2 -0.55 -0.17488744564034953 3.0443669307209333 3.2302936541932503 0 0 0
63 11 2 -0.55 -0.1581038140641553 15.693401013330249 2.3292540006583353 0 0 0
64 10 1 1.1 -0.12934410772620497 6.070151418045308 15.788903918837788 0 0 0
65 48 2 -0.55 -0.09846426857190238 6.928993807461638 1.6935112093564744 0 0 0
66 32 2 -0.55 -0.08540896369236783 4.552343056385368 15.374248845042748 0 0 0
67 36 2 -0.55 -0.043074347167870286 3.2722839976760154 13.163015070080684 0 0 0
68 21 2 -0.55 0.014416294139977026 17.498857275397814 5.7597956305503235 0 0 0
69 12 2 -0.55 0.11127183509985494 13.642744299027036 12.63783761145151 0 0 0
70 24 2 -0.55 0.201579316649092 17.84532127399316 8.319706016055878 0 0 0
